@RELATION substation_anonymized

@ATTRIBUTE Timestamp NUMERIC
@ATTRIBUTE Sub_ID NUMERIC
@ATTRIBUTE Deep_Node NUMERIC
@ATTRIBUTE Current_[A] NUMERIC
@ATTRIBUTE Battery_Temperature_[°C] NUMERIC
@ATTRIBUTE Ambient_Temperature_[°C] NUMERIC
@ATTRIBUTE KE_cntUp NUMERIC
@ATTRIBUTE KE_pTot NUMERIC
@ATTRIBUTE KE_qTot NUMERIC
@ATTRIBUTE loadGroups NUMERIC
@ATTRIBUTE serviceLocations NUMERIC
@ATTRIBUTE Embedding_Feature_0 NUMERIC
@ATTRIBUTE Embedding_Feature_1 NUMERIC
@ATTRIBUTE Embedding_Feature_2 NUMERIC
@ATTRIBUTE Embedding_Feature_3 NUMERIC
@ATTRIBUTE Embedding_Feature_4 NUMERIC
@ATTRIBUTE Embedding_Feature_5 NUMERIC
@ATTRIBUTE Embedding_Feature_6 NUMERIC
@ATTRIBUTE Embedding_Feature_7 NUMERIC
@ATTRIBUTE Embedding_Feature_8 NUMERIC
@ATTRIBUTE Embedding_Feature_9 NUMERIC
@ATTRIBUTE Embedding_Feature_10 NUMERIC
@ATTRIBUTE Embedding_Feature_11 NUMERIC
@ATTRIBUTE Embedding_Feature_12 NUMERIC
@ATTRIBUTE Embedding_Feature_13 NUMERIC
@ATTRIBUTE Embedding_Feature_14 NUMERIC
@ATTRIBUTE Embedding_Feature_15 NUMERIC
@ATTRIBUTE Target {0,1}

@DATA
77,19,1.0,-0.1,16.0,6.48,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
80,1,0.0,0.2,19.0,11.25,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
80,2,0.0,-0.3,24.25,16.7,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
80,3,0.0,0.2,22.0,14.8,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
80,4,0.0,0.7,18.57,9.98,133.0,76996.516,22570.572,72.0,16.0,1.5366012,-0.15206525,-0.032993514,-1.3200188,0.70377314,-2.0108128,-0.14219117,-0.4784343,-2.5965917,-0.8341285,-1.0797449,1.7330397,-1.3188359,-1.3029323,2.1210065,0.10859874,1
80,5,0.0,0.1,21.55,15.63,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
80,6,0.0,0.2,16.5,12.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
80,7,0.0,-0.2,21.5,23.7,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
80,8,0.0,0.4,18.8,11.72,7.0,2511.3875,1442.1477,7.0,5.0,1.5715587,1.4277797,1.3573112,-1.1828547,-0.38065332,0.97829837,1.7990451,1.044785,-2.372285,-1.1071719,-0.39971295,-0.24529476,0.096299514,-1.0056782,0.81079525,-0.46460935,1
80,9,0.0,-0.2,14.68,7.68,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
80,10,0.0,0.3,13.87,6.6,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
80,11,1.0,-0.2,10.5,5.52,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
80,12,0.0,0.2,21.98,12.1,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
80,13,0.0,-0.4,17.52,12.5,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
80,14,0.0,0.2,17.98,10.12,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
80,15,1.0,-0.1,18.52,14.02,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
80,16,1.0,0.3,14.05,7.05,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
80,17,0.0,0.3,16.42,10.22,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
80,18,0.0,0.3,13.85,8.18,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
78,1,0.0,0.2,19.0,11.25,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
78,2,0.0,-0.3,24.25,16.7,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
78,3,0.0,0.2,22.0,14.8,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
78,4,0.0,-0.2,18.57,9.98,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
78,5,0.0,0.1,21.55,15.63,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
78,6,0.0,0.2,16.5,12.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
78,7,0.0,0.2,21.5,23.7,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
78,8,0.0,0.2,18.8,11.72,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
78,9,0.0,-0.2,14.68,7.68,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
78,10,0.0,0.2,13.87,6.6,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
78,11,1.0,-0.2,10.5,5.52,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
78,12,0.0,0.3,21.98,12.1,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
78,13,0.0,-0.4,17.52,12.5,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
78,14,0.0,-0.1,17.98,10.12,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
78,15,1.0,-10.0,18.52,14.02,0.0,0.0,0.0,0.0,0.0,0.022684969,-0.025545826,-0.022342224,0.02247671,0.0064271092,-0.009065948,-0.025850814,-0.005842874,0.018231306,0.010615535,-0.029253487,-0.02429479,0.018146683,-0.024293128,-0.0044009145,0.027277865,1
78,16,1.0,-0.2,14.05,7.05,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
78,17,0.0,0.3,16.42,10.22,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
78,18,0.0,0.2,13.85,8.18,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
78,19,1.0,-0.1,16.0,6.48,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
79,1,0.0,0.3,19.0,11.25,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
79,2,0.0,-0.3,24.25,16.7,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
79,3,0.0,0.2,22.0,14.8,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
79,4,0.0,-0.1,18.57,9.98,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
79,5,0.0,0.2,21.55,15.63,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
79,6,0.0,0.2,16.5,12.4,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
79,7,0.0,0.2,21.5,23.7,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
79,8,0.0,-0.2,18.8,11.72,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
79,9,0.0,-0.2,14.68,7.68,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
79,10,0.0,0.3,13.87,6.6,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
79,11,1.0,-0.2,10.5,5.52,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
79,12,0.0,0.2,21.98,12.1,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
79,13,0.0,-0.4,17.52,12.5,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
79,14,0.0,0.3,17.98,10.12,222.0,99931.06,131911.9,81.0,159.0,0.6090011,2.056205,-0.31957746,-0.8930639,-1.2035704,-0.5727866,-0.48128176,0.20870632,-1.9324818,1.3033947,0.53529525,0.4059563,0.28761986,0.06820177,0.7040262,-0.554238,1
79,15,1.0,-0.1,18.52,14.02,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
79,16,1.0,-0.2,14.05,7.05,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
79,17,0.0,0.2,16.42,10.22,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
79,18,0.0,0.2,13.85,8.18,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
79,19,1.0,0.2,16.0,6.48,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
121,1,0.0,0.2,19.9,12.32,286.0,74560.37,28438.32,119.0,53.0,1.5281612,2.146163,-0.49454874,-1.071998,-0.029224772,-0.2435774,-0.3223622,0.39571813,-1.7479402,-2.1765869,-0.3042018,0.73804754,0.49385428,-0.11721687,1.9527164,-1.7729129,0
121,2,0.0,-0.3,25.32,17.63,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
121,3,0.0,0.2,22.6,14.8,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
121,4,0.0,-0.2,19.68,10.43,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
121,5,0.0,0.1,21.87,16.27,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
121,6,0.0,0.2,16.5,12.55,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
121,7,0.0,0.2,21.5,23.7,110.0,54270.023,34563.883,66.0,19.0,1.606205,0.962963,1.1743624,-1.6318209,-0.050224274,-1.1648594,0.009179142,-0.3715757,-3.0834146,-1.2304667,0.9258106,-1.4041715,-1.2162051,-1.2079743,1.9598062,-0.03690113,0
121,8,0.0,0.2,19.87,12.45,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
121,9,0.0,-0.2,15.1,8.0,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
121,10,0.0,0.3,14.83,7.12,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
121,11,1.0,-0.2,10.5,6.0,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
121,12,0.0,0.2,22.95,13.28,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
121,13,0.0,-0.4,17.75,13.1,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
121,14,0.0,-0.1,18.48,10.95,305.0,128644.11,173328.6,96.0,232.0,0.5594087,2.0176482,-0.2972639,-0.8819801,-1.179101,-0.65664726,-0.4946994,0.19738108,-1.912463,1.2941997,0.5439082,0.40684518,0.26710737,0.06956811,0.6937172,-0.5754106,0
121,15,1.0,0.2,19.62,15.2,0.0,0.0,0.0,0.0,0.0,-0.02761946,-0.0030867532,0.009137794,0.0051051863,-0.026643414,-0.008033393,0.009644784,0.031097125,0.026350137,-0.0040715355,-0.018977195,0.0013823621,0.014402691,-0.015555577,-0.0071100406,0.009016357,0
121,16,1.0,0.2,15.0,8.1,0.0,0.0,0.0,0.0,0.0,0.00056437403,-0.0028437153,-0.007255124,0.011555091,0.025237639,0.010973681,0.010596078,0.025005255,0.002517853,0.015983101,-0.026563864,-0.0038908478,0.020570874,0.019750688,-0.02967647,-0.024974778,0
121,17,0.0,0.3,17.38,11.0,8.0,137543.4,68158.75,6.0,7.0,1.9163163,-0.17328823,-1.1521902,-1.2239103,-0.11701838,0.091834836,1.5316864,0.15580013,-1.8919173,-1.2514201,0.6292376,0.5881375,-0.38317794,-1.0145197,1.5434234,-0.55682963,0
121,18,0.0,0.3,15.22,9.07,15.0,46354.17,46046.78,2.0,5.0,5.105249,-0.93977255,1.6188132,2.0614846,1.6276896,-1.476191,1.804582,1.5590066,-2.7372298,0.5466021,-0.19385877,1.0942606,-3.3115199,-1.0718896,3.7585843,-2.1891367,0
121,19,1.0,0.1,17.08,7.5,0.0,0.0,0.0,0.0,0.0,0.012760099,-0.01892509,-0.026727192,-0.010441072,-0.012388751,-0.015003609,0.020306982,0.0020133294,0.011270147,0.0023581013,0.010793377,0.015564192,0.025828764,0.020670794,0.018977907,0.0032619946,0
124,1,0.0,-0.5,19.9,12.32,165.0,40809.645,16476.041,87.0,29.0,1.5745529,2.1587198,-0.53277206,-1.132958,0.050645456,-0.3179464,-0.4317948,0.42234433,-1.7260896,-2.125664,-0.289829,0.7286561,0.47065902,-0.07895522,1.9957371,-1.8570188,1
124,2,0.0,-0.3,25.32,17.63,36.0,24106.729,25361.455,30.0,9.0,1.3560461,2.1371498,1.3280481,-0.9976204,0.48446247,0.5833175,0.86005425,0.80236214,-1.7659439,-2.599268,0.55586195,0.6065478,0.44109064,-1.4339647,1.5264482,0.2648703,0
124,3,0.0,0.2,22.6,14.8,186.0,59402.297,21736.8,92.0,21.0,1.6755334,2.8540733,0.23160715,-1.3034198,1.6754974,-0.29509088,1.3696164,-0.6399839,-1.25416,-1.8150556,-0.6953575,0.92151546,-0.8931379,0.6804558,1.6913753,-1.1819532,0
124,4,0.0,-0.2,19.68,10.43,213.0,101281.66,34144.543,90.0,22.0,1.6139048,-0.15062097,0.062410742,-1.3408506,0.78028464,-2.0955334,-0.11038723,-0.49107772,-2.6586463,-0.89222693,-1.0915344,1.8318025,-1.4275099,-1.3640832,2.17704,0.09467856,0
124,5,0.0,-0.1,21.87,16.27,109.0,54569.984,43085.74,73.0,18.0,3.4740648,1.7254453,1.329581,-0.7236833,1.096747,0.29573452,-0.24580874,0.18604101,-1.7670066,-1.1811523,-0.6299915,0.20526935,-0.2022592,-0.7782402,1.9659498,-1.0524896,0
124,6,0.0,0.2,16.5,12.55,249.0,68148.89,54018.61,93.0,29.0,2.0251849,0.727667,0.4626626,-0.8716375,0.9644982,0.2839176,-1.2788792,-0.8951812,-1.9022583,-1.1023034,-0.17865348,1.1177766,-1.6286741,-0.78053254,2.4965475,-0.6781828,0
124,7,0.0,1.6,21.5,23.7,66.0,40834.387,24108.553,47.0,10.0,1.588328,0.9205015,1.1707096,-1.5430927,-0.038302377,-1.1870666,-0.019481122,-0.31542364,-3.1079643,-1.2334188,0.90513945,-1.3483235,-1.2016176,-1.1845356,2.003129,-0.073664054,1
124,8,0.0,-0.2,19.87,12.45,10.0,5384.5786,2595.6843,10.0,7.0,1.5911254,1.444387,1.3488495,-1.1041437,-0.40568042,1.010419,1.7171441,1.0176294,-2.3438692,-1.0982414,-0.4986303,-0.25079536,0.06052157,-0.9735285,0.90734947,-0.37749937,0
124,9,0.0,-0.1,15.1,8.0,53.0,24514.613,13229.16,38.0,5.0,3.3290777,2.57206,1.7647669,-2.6598415,-0.46171924,0.9063315,2.1761718,-2.964348,-0.76935637,0.9215292,-3.9591448,3.3940165,-1.7093214,-1.56583,4.275448,-0.86995286,0
124,10,0.0,0.2,14.83,7.12,72.0,28785.854,24967.166,39.0,37.0,0.38639918,1.1639183,1.2783883,-1.1256175,0.6637142,-1.4814818,1.1412821,0.28020892,-2.8906043,0.24605928,-0.44220826,0.39948025,-0.1649044,-0.8470596,1.3925682,0.32326803,0
124,11,1.0,-0.2,10.5,6.0,0.0,0.0,0.0,0.0,0.0,-0.0043134186,-0.016953273,0.012332123,0.008564841,-0.0025567338,0.030262046,-0.0101233255,-0.00012950227,-0.013976244,0.014070053,-0.022116669,-9.737909e-06,-0.0106669925,0.019981477,0.018739317,-0.008156152,0
124,12,0.0,0.2,22.95,13.28,160.0,41264.086,13944.176,73.0,33.0,2.1414306,2.1854749,0.12938786,-1.2815887,1.1333678,-0.3669583,-0.18615507,-0.32277906,-2.021116,-0.44080862,0.46158582,0.45784065,-1.3016078,-0.29109296,0.94811124,0.26723334,0
124,13,0.0,-0.4,17.75,13.1,5.0,1948.468,1341.7363,4.0,4.0,2.5733798,0.16272923,1.2504808,-2.8441465,0.19152217,-0.19432709,2.778856,1.4468857,-2.3519423,-1.3454058,-0.6813415,0.4295927,-3.2969778,-1.1603286,1.0792341,0.40494308,0
